A	A
AN	A~
B	b
D	d
E	e
EH	E
EN	e~
EU	9
OE	2
F	f
I	i
J	Z
G	g
H	H
L	l
M	m
N	n
O	o
OH	O:
ON	o~
P	p
R	r
S	s
V	v
Z	z
OU	u
U	y
I	i
K	k
T	t
X	x
